userName,score,content,at,sentiment
Egi Ramdani,4,"Tolong buat pegawai tower permanent, itu akan memudahkan player seperti saya. Lalu, hilangkan fitur berbaris, langsung saja take off. sediakan fitur tambah kecepatan gameplay 1-4x. Tolong sediakan ground team lebih banyak lagi. Tolong update cuaca penerbangan bisa custom atau random. terima kasih tim.",2025-04-04 16:16:26,positif
Kevin Rafael,5,game nya sudah bagus tapi mungkin bisa memberikan player crew bandara lebih banyak agar tidak terlalu sulit,2025-04-04 14:57:11,positif
adrial johan,1,"anehhh, semenjak di update jd berantakan banget. susah buat ngatur jadwal pesawat. apalagi dengan di ubah ukuran pesawat yg sblm ny s-xl skrng mlh jadi a-e. kembalikan seperti dulu lagi",2025-04-04 14:06:04,negatif
Mustofa Akhbar,3,cara mainya gmna bang,2025-04-04 13:14:34,netral
Agus Setiawan,5,kereeeeen,2025-04-04 10:01:25,positif
Muhammad Azmi,4,jika boleh mb Nya dikurangi bisa nggak 😁😁 soalnya saya suka pesawat tapi saat main game ini malah keluar jadi boleh nggak dikurangi mb Nya 🙏🙏🙏🙏,2025-04-04 08:37:41,positif
thomas kurafi,1,pas akun udh Sultan gk bisa lagi di buka nj,2025-04-04 08:14:08,negatif
Ana Setiatin,5,geme nya bagus banget tapi tolong tambahkan pesawat super air jet batik air dan citilink,2025-04-04 07:11:34,positif
Hafid Alburju,4,seru bangett dan juga bikin offline dong minn,2025-04-04 06:00:35,positif
Gampang Fajar NH,5,"good game and good quality, please make more",2025-04-04 05:40:08,positif
VANVICTHO,3,Susah banget ngatur kameranya,2025-04-04 05:37:52,netral
Agus Tinus,5,tolong buatkan bandara Indonesia nya donk....,2025-04-04 04:55:51,positif
zetttwo,4,agak p3w,2025-04-04 02:37:42,positif
Ondhy Revail,3,"setelah di update secara user interface memang terlihat lebih modern, tapi secara user experience jadi membingungkan. diharap bisa dikembalikan seperti sebelumnya",2025-04-03 17:54:03,netral
Nurul Setiawan,5,tolong tambahkan bandar internasional soekarno - hatta indonesia 🙌🇮🇩,2025-04-03 17:04:28,positif
Candra Cahyadi,4,versi terbaru 3.0 sprtinya masih sering macet apalagi jika pesawatnya penuh🤣,2025-04-03 15:18:18,positif
muhammad fahrizki,5,gamenya udah bagus min tapi dengan versi update tan terbarunya saya bingung cara mainnya tidak seperti sebelum nya min terima kasih.,2025-04-03 13:45:55,positif
agta bila,5,tolong tambah airport asia ( KUALA LUMPUR KUL / JAKARTA CGK / SINGAPORE SIN ),2025-04-03 13:15:45,positif
ILHAM SAPUTRA,4,kok akun ku gabisa login ya kak?ada yang salah setelah update?....mohon bantuannya,2025-04-03 08:40:13,positif
Ramliansyah,4,"pas mau ke kantor itc kok ngeprame ya ,sebelum di update aman aman aja padahal.ini hp gua apa game nya ya ,",2025-04-03 08:32:48,positif
Dion Romadoni,2,update malah membingungkan,2025-04-03 05:16:10,negatif
JIMMI MATONDANG,2,"halo saya ingin memberitahukan bahwa ada bug saat login ke dalam game, dimana saat login layar hp saya menjadi black screen dan stuck di situ saja. saya sudah mengecek mulai dari storage dan lain2.. semuanya mendukung untuk bermain world of airport.",2025-04-03 03:54:27,negatif
ANDHIKA AZKA WIRAKUSUMA,5,good game 👍👍👍👍,2025-04-03 02:17:10,positif
Handriawan Taufik,4,"Bandara baru di Sao Paolo, UI baru lebih simple tapi detailz tapi tolong izin take off dihapus lagi aja kaya sebelumnya. Bikin numpuk di departures.",2025-04-03 00:35:16,positif
Ksc Yono,3,masih bagus versi yang lama dari pada versi terbarunya ini.,2025-04-02 18:52:54,netral
Ridwan fauzi,5,"habis update game ini perlu abdatadi lagi sih. semua game play di rubah. jadi harus abdatasi bagi player player lama, over roal dari game bagus,grafik ok.",2025-04-02 18:03:48,positif
Muhammad Fadhlillah,5,"Gamenya udah baguss bangett, tapi kalo boleh saran, mending uang yang sudah didapatkan di bandara a, bisa digunakan di bandara yang lain. karena sekarang buat kontrak pesawat yang L sama X sangat mahal, jadi membuat boring jika terus2 an menghandle pesawat kecil2.",2025-04-02 17:45:09,positif
Alif Latipan,2,"saya beri bintang 2 dulu,pembaruan kali ini sangat buruk ui yang sangat sulit pesawat ya g belum diberi stand ikut dalam filter penyaringan, untuk developer buatkan pengaturan 2 ui yang sebelumnya dan yang sekarang",2025-04-02 17:11:15,negatif
Wijaya Pocom6,5,"sejauh ini bagus , tapi tolong di update mendatang buat kami bisa untuk membuat armada kami sendiri dengan nama yang kami inginkan dan mengcustom pesawat kami sendiri terima kasih",2025-04-02 16:54:23,positif
Zacky Prasetyo Bayu Aji,5,"update yang cukup bagus dari versi sebelumnya, di versi sebelumnya Redmi note 9 pro saya tidak bisa menjalankan game ini secara 60fps namun di versi 3.0 ini sudah bisa kembali, update UI barunya lumayan fresh dan ga bikin bosen namun kekurangannya ada di bagian filter pesawat yang tidak seenak UI yang lama dimana filter khusus pesawat yang akan ditangani langsung muncul",2025-04-02 15:05:11,positif
Nunu Nugraha,1,setelah update jadi pusing dan bingung mainnya..,2025-04-02 14:18:19,negatif
Dendi Hardian,3,updatenya tambah ribet aja nih game,2025-04-02 12:22:53,netral
Agungady Saputra,3,"saya main game ini dari tahun 2020 kenapa setelah Update kontrolnya jadi ribet, lebih bagus kontrol sebelumnya, tolong untuk kontrolnya ini di perbaiki lagi, ini dibagian filternya terbaru kurang bagus, saya tidak tau pesawat mana yang butuh penanganan. filter sebelumnya sudah bagus. terima kasih.",2025-04-02 08:47:51,netral
Bangkit Wahyu,2,update baru tampilan membingungkan. lebih enak tampilan yang lama.,2025-04-02 08:22:26,negatif
Jordan Jovansky,5,begitu keren dan animasi sangat detail,2025-04-02 08:17:09,positif
Mart Taufiq,3,Visualisasinya malah kurang bagus setelah pembaruan lebih baik yang sebelumnya sangat disayangkan,2025-04-02 07:51:56,netral
Michelle Meynard,5,Game nya setelah di upgrate gak bisa login dia ngebug terus,2025-04-02 06:52:24,positif
Ari Rinaldi,1,semenjak diupdate permainan nya malah tambah ruwett udah enak yg kaya sebelumnya lebih simpel harusnya yg di perbaiki itu yg kurangnya bukan di rubah cara kerjanya...,2025-04-02 06:50:28,negatif
Fajar christanto,1,setelah pembaruan .. handle semakin sulit .. sangat merepotkan membagi kelas ketika kamu sudah menangani lebih dari 80 pesawat,2025-04-02 05:35:37,negatif
Junizar June,4,game nya udh hampir sempurna tapi update v3 di dalam bandara tombol nya kecil dan susah di pencet dan saya suka yang lama tolong di perbaiki tombol yang di dalam bandaranya,2025-04-02 04:11:08,positif
Athaya Putra,5,geme bagus grafik jelek,2025-04-02 03:59:54,positif
Nathaniel,5,bagus sekali gamenya dan bayak maskapai tapi untuk hp kentang langsung panas,2025-04-02 03:44:06,positif
Muhammad Adhyazka Haryadufi,5,game bagus kayak simulasi bandara tapi kenapa misal pesawat nya terlambat admin kontrak putusin kontrak nya?,2025-04-02 02:43:20,positif
Stef Senna,1,"Why is the UI changed, it looks confusing and looks to cover up the view, return to the previous version. too much ui that is not important and the ui is important to be closed the others. UI symbol is too small and dark ...",2025-04-02 01:51:01,negatif
Nasywan Purnomo,2,"UI sebelum update lebih baik dari pada yang sekarang, serta sangat susah untuk menentukan prioritas izin mendarat dengan pemilihan stan pesawat",2025-04-02 01:42:57,negatif
Ridho Rahmat,5,"halo, terimakasih telah membuat permainan yang sangat bagus ini. aku sungguh menyukainya dan permainan ini tidak membosankan bagi penggemar penerbangan sepertiku. aku berharap pembaruan kedepannya dapat tersedia lebih banyak lagi bandar udara baru termasuk dari Indonesia seperti Jakarta/CGK dan Denpasar/DPS serta adanya penambahan maskapai baru dari Indonesia seperti Citilink, Super Air Jet, Pelita Air, TransNusa, dan Sriwijaya Air.",2025-04-02 01:20:08,positif
Muhammad Ipur,5,"Game dan grafik nya bagus, smoga saja kedepan nya ada bandara indonesia",2025-04-02 01:10:01,positif
Private 847,5,"I have a suggestion, please add SUKARNO HATTA INTERNATIONAL AIRPORT,CGK and other airports in Indonesia.",2025-04-02 00:58:45,positif
Yin Wishaka,5,SUKA BANGET. DAN. SERU!!,2025-04-02 00:33:17,positif
Cpt. ハクレイ,5,"untuk update hari ini sebenarnya sudah bagus. tinggal waktunya saja saya harus beradaptasi dengan ui terbarunya. namun saya harap semoga Flyboys group menambahkan pilihan UI sekarang dan UI klasik, dikarenakan menurut saya UI nya yang Sekarang lebih memusingkan. juga saya rasanya tier dulu yang awalnya S, L, M, X, jadi ABCDE, jadinya soal gameplay makin lama makin ribet.",2025-04-02 00:26:29,positif
Enden Bogel,5,tolong dong gimana cara mainya 😭😭😭,2025-04-01 22:24:31,positif
Silvester Silalahi,5,Bandara Indonesia Kapan ada nya Min?,2025-04-01 20:18:37,positif
Helsinki Richh,4,"Update kali ini saya apresiasi untuk pihak developer, tapi saya ingin menyampaikan keluhan saya yaitu, 1.Tampilan UI yang semakin kecil dan rumit jadi harus teliti.tidak seperti dulu yang simpel dan tidak membingungkan 2.Kenapa sekarang saat ingin take of pesawat untuk menggung antrian(berbaris) dan lepas landas harus dipisah? tidak seperti dulu.Saya hanya ingin tampilan UI menyesuaikan sedikit seperti dulu saja jangan langsung berubah drastis itu saja dan jangan terlalu kecil!!!!",2025-04-01 19:19:17,positif
Helmy Pahlevi,1,"Updatenya jelek, makin parah lagnya. lebih mirip game anak kecil dri pada Air traffic control nya",2025-04-01 19:13:40,negatif
Orang Jlk,4,untuk grapik sih oke ya trs juga lumayan wort it lahh untuk kalian coba minin,2025-04-01 18:38:17,positif
Ajarni_golf 02,5,tambah pesawat indonesia,2025-04-01 18:32:46,positif
Cuplik Yusuf,2,"diupdate kok malah ga jelas gini sih min tampilan informasinya, fitur ga ada yg berubah cm tampilan doang bikin puyeng, balikin lagi min tampilannya ky sebelumnya",2025-04-01 18:08:14,negatif
Glacier Vikendi,1,"Game bodoh. Setelah update v.3, semua jadi sulit dikerjakan. Seharusnya update itu membuat segala hal menjadi semakin mudah.",2025-04-01 17:44:37,negatif
Faril Bramasta,3,"please update airport IAD Washington plane stand for M,L,X plane, because the stand not neatly. Not same as the original. please update",2025-04-01 17:32:45,netral
Endy .F,5,"Overall Bagus sih, kalau ada bandara indonesianya pasti lebih rame ini game, semangat buat nambahin detail dari gamenya",2025-04-01 17:10:15,positif
Nanda Iksan,1,"tampilan baru bikin puyeng, udah bener yg lama malah dibikin ribet",2025-04-01 17:05:25,negatif
Aviation Game,5,Saya bingung dengan ui yang sekarang jadi sulit milih yang mau landing karena kecampur sama permintaan stand. lebih enak seperti versi sebelumnya dipencet butuh tindakan cuman yang bisa landing saja kecuali ada stand kosong jadi lama nyari yang mau landing.,2025-04-01 16:57:26,positif
FA Channel,2,"sangat buruk, setelah update ukuran pesawat jadi tidak beraturan, kembalikan stand S-M-L-X, Stand A.B.C.D.E.F.G membuatku pusing, Seharusnya aku bisa memarkir B752F pada stand M, tapi sekarang menjadi stand L, Lalu untuk harga stand sekarang sangat mahal, aku ingin versi lama kembali !",2025-04-01 16:33:05,negatif
Asep Aji Nasrulloh,5,aku suka update nya cuman kurang suka ama warna setingan hitamnya bagusan yg kemaren warna putih tolong admin ganti warna putih lagi jangan hitam🙏🥲,2025-04-01 16:03:22,positif
Abias Raikhan Syah M,5,"game nya bagus, grafik juga bagus, tpi tolong permudah untuk mendapat kan koin emas nya",2025-04-01 15:47:52,positif
Braiyean Haria,1,"Previously sorry, this latest update version is very annoying when after logging in then when you want to select an airport it seems like there is a sudden interruption, the screen is interrupted, is this a bug or a technical error in the development of the game, I don't know, but please fix this immediately, it's very annoying, thank you. 🙏",2025-04-01 15:45:54,negatif
Danz Sanctuary,5,superb one,2025-04-01 14:26:27,positif
Kenzo Lee,2,Dear flyboys.. update 3.0 is too hard. 42000 wollars for f stand is too crazy and hard. Please lower the price of e and f stand or increase wollars income after handling the plane,2025-04-01 13:41:16,negatif
someone,5,"overall sejauh ini sudah bagus minn, cuma ada beberapa sedikit tambahan yang bisa diperbaiki, contoh simpelnya ya sediain emergency system semisal ada pesawat yang belum dikasih perawatan jadi di ingati di emergency system, lalu untuk pemutusan kontrak dengan pesawat kalo bisa itu dibikin sesimpel mungkin seperti sebelum update yang ini, lalu juga ditambahin accident atau kecelakaan tidak disengaja di airport itu sendiri, itu aja minn",2025-04-01 13:33:44,positif
Edwin Felix Purba,3,"setelah Update Hari ini, game rusak setiap login, game malah force out",2025-04-01 13:06:50,netral
Sopyan Saori,5,sangat bagus gamenya tapi tambahin bandara sedikit yaitu bandara sukarno hatta,2025-04-01 12:37:45,positif
Rehan Jombang,5,add cgk pleaseeee,2025-04-01 12:34:36,positif
Muh.Alqadri Tegar Pratama,5,coba kasih bandara gratis dan muncul kan bandara internasional Ngurah Rai Bali dan bandara Soekarno-Hatta,2025-04-01 12:03:50,positif
Ramaditya Anugerah,3,i just updated to version 3.0 and boom very disappointing because of the weird ui i hope it will go back to the original ui,2025-04-01 11:51:26,netral
Anto Adyanto,5,bagus dan memuaskan,2025-04-01 11:22:31,positif
Divine Corneles,4,nice but boring,2025-04-01 11:04:49,positif
aji Jamal,5,seru banget pliss,2025-04-01 10:50:38,positif
Willy Hendarto,1,tidak bisa masuk kedalam game loading playing Intalisiaton terus,2025-04-01 07:58:34,negatif
Nanda Aril Firansyah,5,pliss next update rainy runway is full of water splashes,2025-04-01 07:56:44,positif
Allif Firmansyah,5,"gamenya bagus,tolong tambahkan bandara Soekarno-Hatta sebagai bandara utama dan perbanyak maskapainya",2025-03-31 07:31:53,positif
kevin rambang,5,secara keseluruhan game ini sangat bagus dan layak mendapatkan bintang 5 tapi tambahkan minigame seperti pesawat milik kita akan takeof atau terbang keberangkatan atau ada pesawat yang ingin mendarat darurat karena masalah mesin pesawat dan tambahkan efek api asap di pesawat yang sedang ergemency landing dan tambahkan bandara CGK dan DPS sekian saran dari saya terima kasih🙏🙏,2025-03-30 13:21:36,positif
Gilang Dirga,5,tambah kan bendara Denpasar Bali I Gusti Ngurah Rai,2025-03-30 05:51:08,positif
DZAKI MIFTAHURRAHMAN,4,naikkan grafiknya,2025-03-30 00:07:29,positif
Ukhti Aminy,3,banyak kali MB nya😁,2025-03-29 10:40:06,netral
Sri Rahayu,5,"apakah akun saya ke save? kalau tidak akan kukasih bintang 1. karna percuma... kalau kehapus tanpa sengaja hasilnya ngulang... (is my account saved? if no, i will give 1 star. because its useless if i deleted this application accidentally my hard work will lost and I HATE IT)",2025-03-27 04:51:29,positif
Rakha 'Aathaya Dyandra,5,"overall dari grafik hingga proses permainan nya sudah bagus, tapi tolong dong min para player bisa memilih runway mana yang aktif tidak hanya melulu dari 1 sisi runway yg aktif, jadi player bisa adjust sendiri runway mana yang aktif agar permainan tidak terasa membosankan, dan juga kalau bisa di tambahkan fitur emergency di bandara biar kita player bisa tau apa saja hal hal emergency dan juga tindak lanjut yang sesuai peraturan, dan tolong tambahin bandara dari Indonesia seperti CGK/TNJ/BTH min",2025-03-26 18:23:01,positif
Athallah Noval Rahman,3,lumayan gamenya kok,2025-03-26 03:44:31,netral
M. Fatih s,5,tolong developer nya menambah kan kontrak nya di Indonesia dan menambah kan maskapai yg ada di Indonesia 😁,2025-03-24 06:13:26,positif
Yadi Suyadi,5,saya bisa tau bagaimana jadi tukang parkir pesawat,2025-03-24 03:19:46,positif
Gilang Ramadan,5,sangat bagus dan terus update ya good,2025-03-23 23:16:14,positif
Nata Anggie,5,gamenya santai dan lumayan seru...tapi cepet bosan game nya terlalu sepi kek game mati sepi kali cmh ada mobil mondar mandir gk jelas itu pun gk banyak kaya kesannya gk guna ngapain???,2025-03-23 22:33:30,positif
Faisal Kurniawan,5,tambahkan bandara Cengkareng Indonesia,2025-03-23 22:28:39,positif
Arjun,1,"membossnkan permainan ini. tak ad yg bisa di lihat selsin hanya pesawat yg mau turun dn terbang, di dalam pesawatpun sekarang tal bisa di lihat ap lagi di bandara ya. bGusan yg dulu..",2025-03-22 18:25:15,negatif
Heyoli Heliyoki,5,"gak jadi deh, game nya enak",2025-03-22 13:08:29,positif
rio kiplay,5,"Saran kami untuk waktu penanganan pesawat yang sedang berlangsung agar tetap berjalan, apabila pemain sedang mengganti untuk menggerjakan bandara lainnya, ketika masuk kembali kebandara semula penanganan tersebut sudah selesai. Terimakasih semoga update selanjutnya bisa di mengerti.",2025-03-18 14:45:24,positif
Aef Tony,5,iya,2025-03-16 05:26:39,positif
Alfrit Laku,1,"Terlalu banyak bug, saat log-in tidak bisa, padahal sudah banyak kontrak",2025-03-14 04:09:54,negatif
Reja Munggaran,5,"Hopefully in the future updates, free maps and offline mode will be opened, please developers, hopefully the game will be updated.",2025-03-13 20:44:36,positif
Muhammad Naufal Ghiffari,4,"next update banyakin maskapai indo, dan bikin juga bandara di indo terus tambahkan ground equment buat di darat",2025-03-12 20:27:38,positif
мiʟizᴇ,3,please rework b748,2025-03-11 12:36:25,netral
Peace Gaming,5,Dear developer.....Please add new airport soekarno-hatta internasional airport (indonesia). Please.....🙏,2025-03-10 16:54:33,positif
